Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12
1756490859886520,00000281,false,Rx,0,1,60,00,00,00,00,00,00,00
1756490859891538,00000188,false,Rx,0,6,B7,FF,12,00,E6,03,00,00
1756490859891644,00000194,false,Rx,0,6,14,00,FB,FF,00,00,00,00
1756490859892436,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490859892566,00000488,false,Rx,0,8,08,27,55,00,52,01,88,00
1756490859893816,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490859893947,00000193,false,Rx,0,6,14,00,06,00,00,00,00,00
1756490859894905,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490859901438,00000194,false,Rx,0,6,14,00,F8,FF,03,00,00,00
1756490859901553,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490859902525,00000188,false,Rx,0,6,C5,FF,0E,00,F8,03,00,00
1756490859902651,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490859902865,00000488,false,Rx,0,8,08,27,55,00,52,01,88,00
1756490859903780,00000193,false,Rx,0,6,14,00,00,00,00,00,00,00
1756490859904808,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490859910287,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490859911453,00000194,false,Rx,0,6,14,00,04,00,01,00,00,00
1756490859912836,00000188,false,Rx,0,6,B6,FF,1B,00,D4,03,00,00
1756490859912976,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490859913173,00000488,false,Rx,0,8,08,27,55,00,52,01,88,00
1756490859913589,00000193,false,Rx,0,6,14,00,0A,00,00,00,00,00
1756490859914742,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490859918001,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490859921429,00000394,false,Rx,0,6,5F,05,DD,01,1F,01,00,00
1756490859921540,00000294,false,Rx,0,4,BB,A1,9D,00,00,00,00,00
1756490859921639,00000714,false,Rx,0,1,05,00,00,00,00,00,00,00
1756490859921735,00000734,false,Rx,0,8,01,9A,99,19,40,A1,9D,05
1756490859921854,00000194,false,Rx,0,6,14,00,04,00,01,00,00,00
1756490859923278,00000188,false,Rx,0,6,BE,FF,0A,00,E7,03,00,00
1756490859923428,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490859923577,00000393,false,Rx,0,6,15,01,D5,01,17,01,00,00
1756490859923696,00000293,false,Rx,0,4,2E,A2,00,00,00,00,00,00
1756490859923811,00000488,false,Rx,0,8,08,27,55,00,52,01,88,00
1756490859923920,00000713,false,Rx,0,1,05,00,00,00,00,00,00,00
1756490859923978,00000733,false,Rx,0,8,01,9A,99,19,40,A2,00,05
1756490859924039,00000193,false,Rx,0,6,14,00,0D,00,FD,FF,00,00
1756490859925917,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490859926031,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490859931539,00000194,false,Rx,0,6,14,00,EF,FF,02,00,00,00
1756490859933416,00000193,false,Rx,0,6,14,00,F2,FF,03,00,00,00
1756490859933678,00000188,false,Rx,0,6,C9,FF,0F,00,FA,03,00,00
1756490859933841,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
