Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12
1756381612265530,00000281,false,Rx,0,1,60,00,00,00,00,00,00,00
1756381612273108,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612273199,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612280811,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612280920,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612288498,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612288601,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612296222,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612296313,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612306125,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612306216,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612309170,00000701,false,Rx,0,1,05,00,00,00,00,00,00,00
1756381612316014,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612317097,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612327033,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612327188,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612336917,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612337028,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612346830,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612346919,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612357940,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612358031,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612367865,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612367952,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612377781,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612377864,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612387545,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612387634,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612398515,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612398617,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612408405,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612408510,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612409242,00000701,false,Rx,0,1,05,00,00,00,00,00,00,00
1756381612418306,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612418414,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612428226,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612429286,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612439216,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612439325,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612449120,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612449226,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612459024,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612459130,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612470011,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612470131,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612479964,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612480089,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612489843,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612489947,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612499745,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612499851,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612509493,00000701,false,Rx,0,1,05,00,00,00,00,00,00,00
1756381612510720,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612510845,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612520682,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612520781,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612530573,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612530678,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612540547,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612541551,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612551508,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612551585,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612561452,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612561541,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612571276,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612571377,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612582302,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612582395,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612592182,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612592284,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612602082,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612602187,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612609578,00000701,false,Rx,0,1,05,00,00,00,00,00,00,00
1756381612611961,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612612086,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612622985,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612623094,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612632891,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612632995,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612642786,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612642894,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612652682,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612653760,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612663694,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612663802,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612673593,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612673699,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612683539,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612683635,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612694512,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612694620,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612704413,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612704524,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612709902,00000701,false,Rx,0,1,05,00,00,00,00,00,00,00
1756381612714296,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612714419,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612724219,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612724330,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612735205,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381612735327,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
