Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12
1756490933560939,00000420,false,Rx,0,1,01,00,00,00,00,00,00,00
1756490933565954,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490933566408,00000193,false,Rx,0,6,14,00,DD,FF,FC,FF,00,00
1756490933567063,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490933567614,00000188,false,Rx,0,6,B5,FF,14,00,D7,03,00,00
1756490933567887,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490933567962,00000194,false,Rx,0,6,14,00,04,00,FB,FF,00,00
1756490933568026,00000488,false,Rx,0,8,08,27,55,00,54,01,87,00
1756490933570619,00000181,false,Rx,0,8,04,10,00,E9,02,0E,09,0A
1756490933571643,00000400,false,Rx,0,8,F9,C8,E8,0E,D8,B0,6F,48
1756490933572261,00000401,false,Rx,0,2,00,00,00,00,00,00,00,00
1756490933572557,00000710,false,Rx,0,1,7F,00,00,00,00,00,00,00
1756490933572929,00000410,false,Rx,0,8,00,00,00,00,00,00,00,00
1756490933573999,00000411,false,Rx,0,8,00,00,00,00,00,00,00,00
1756490933574828,00000412,false,Rx,0,8,00,00,00,00,00,00,00,00
1756490933575190,00000413,false,Rx,0,8,00,00,00,00,00,00,00,00
1756490933575481,00000414,false,Rx,0,8,00,00,00,00,00,00,00,00
1756490933575669,00000415,false,Rx,0,8,00,00,00,00,00,00,00,00
1756490933575780,00000416,false,Rx,0,8,00,00,00,00,00,00,00,00
1756490933576195,00000417,false,Rx,0,8,00,00,00,00,00,00,00,00
1756490933576686,00000418,false,Rx,0,8,00,00,00,00,00,00,00,00
1756490933578107,00000419,false,Rx,0,8,00,00,00,00,00,00,00,00
1756490933578355,00000402,false,Rx,0,8,FE,FF,FF,FF,00,00,00,00
1756490933578442,00000403,false,Rx,0,8,01,00,00,00,00,00,00,00
1756490933578524,00000404,false,Rx,0,8,00,00,00,00,00,00,00,00
