Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12
1756490698100539,00000281,false,Rx,0,1,60,00,00,00,00,00,00,00
1756490698101245,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698101970,00000193,false,Rx,0,6,14,00,03,00,03,00,00,00
1756490698103640,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698106127,00000194,false,Rx,0,6,14,00,F7,FF,01,00,00,00
1756490698106218,00000188,false,Rx,0,6,B8,FF,17,00,D0,03,00,00
1756490698106726,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698108805,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698110020,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698110969,00000710,false,Rx,0,1,7F,00,00,00,00,00,00,00
1756490698111784,00000193,false,Rx,0,6,14,00,EF,FF,08,00,00,00
1756490698113926,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698115492,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698116119,00000194,false,Rx,0,6,14,00,FC,FF,00,00,00,00
1756490698116462,00000188,false,Rx,0,6,BD,FF,12,00,E2,03,00,00
1756490698117691,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698119101,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698121612,00000393,false,Rx,0,6,11,01,D5,01,0F,01,00,00
1756490698121709,00000293,false,Rx,0,4,6F,A2,00,00,00,00,00,00
1756490698121813,00000713,false,Rx,0,1,05,00,00,00,00,00,00,00
1756490698121918,00000733,false,Rx,0,8,02,00,00,C0,3F,A2,00,05
1756490698122012,00000193,false,Rx,0,6,14,00,03,00,02,00,00,00
1756490698124241,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698124341,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698125422,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698126112,00000394,false,Rx,0,6,5B,05,DD,01,0E,01,00,00
1756490698126203,00000294,false,Rx,0,4,1D,A2,F0,FF,00,00,00,00
1756490698126299,00000714,false,Rx,0,1,05,00,00,00,00,00,00,00
1756490698126398,00000734,false,Rx,0,8,01,9A,99,19,40,A2,F0,05
1756490698126495,00000194,false,Rx,0,6,14,00,FC,FF,01,00,00,00
1756490698126777,00000188,false,Rx,0,6,C4,FF,0D,00,FD,03,00,00
1756490698129414,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698131460,00000193,false,Rx,0,6,14,00,07,00,00,00,00,00
1756490698134263,00000181,false,Rx,0,8,68,10,00,E9,02,0E,08,09
1756490698134341,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698134441,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698135222,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698136107,00000194,false,Rx,0,6,14,00,FB,FF,02,00,00,00
1756490698138203,00000188,false,Rx,0,6,B3,FF,11,00,D5,03,00,00
1756490698138544,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698141271,00000193,false,Rx,0,6,14,00,FA,FF,FF,FF,00,00
1756490698144104,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698144197,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698144415,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698146119,00000194,false,Rx,0,6,14,00,F9,FF,FF,FF,00,00
1756490698147439,00000181,false,Rx,0,8,04,10,00,E9,02,0E,08,09
1756490698148497,00000188,false,Rx,0,6,B5,FF,14,00,D8,03,00,00
1756490698148835,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698151090,00000193,false,Rx,0,6,14,00,F8,FF,01,00,00,00
1756490698154007,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698154100,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698155273,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698156112,00000194,false,Rx,0,6,14,00,FB,FF,FE,FF,00,00
1756490698158295,00000188,false,Rx,0,6,BE,FF,14,00,ED,03,00,00
1756490698158647,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698160920,00000193,false,Rx,0,6,14,00,08,00,06,00,00,00
1756490698165018,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698165108,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698165512,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698166114,00000194,false,Rx,0,6,14,00,FC,FF,01,00,00,00
1756490698168596,00000188,false,Rx,0,6,B5,FF,15,00,CA,03,00,00
1756490698168933,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698170742,00000193,false,Rx,0,6,14,00,0B,00,FA,FF,00,00
1756490698174958,00000181,false,Rx,0,8,04,10,00,E9,02,0E,08,09
1756490698175063,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698175176,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698175814,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698176103,00000194,false,Rx,0,6,14,00,FD,FF,00,00,00,00
1756490698178903,00000188,false,Rx,0,6,BE,FF,14,00,EC,03,00,00
1756490698179236,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698180570,00000193,false,Rx,0,6,14,00,09,00,01,00,00,00
1756490698184844,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698184918,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698186124,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698186234,00000194,false,Rx,0,6,14,00,FC,FF,FF,FF,00,00
1756490698188155,00000181,false,Rx,0,8,04,10,00,E9,02,0E,08,09
1756490698189200,00000188,false,Rx,0,6,BD,FF,0D,00,EF,03,00,00
1756490698190176,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698190402,00000193,false,Rx,0,6,14,00,09,00,00,00,00,00
1756490698195835,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698195924,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698196105,00000194,false,Rx,0,6,14,00,F9,FF,FD,FF,00,00
1756490698196623,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698198491,00000701,false,Rx,0,1,05,00,00,00,00,00,00,00
1756490698200211,00000188,false,Rx,0,6,B4,FF,18,00,CA,03,00,00
1756490698200307,00000193,false,Rx,0,6,14,00,F9,FF,FD,FF,00,00
1756490698200430,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698205731,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698205822,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698206097,00000194,false,Rx,0,6,14,00,FC,FF,01,00,00,00
1756490698206920,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698210051,00000193,false,Rx,0,6,14,00,01,00,FB,FF,00,00
1756490698210478,00000188,false,Rx,0,6,C0,FF,0F,00,EA,03,00,00
1756490698210732,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698210848,00000710,false,Rx,0,1,7F,00,00,00,00,00,00,00
1756490698213027,00000290,false,Rx,0,7,01,E8,00,00,00,00,00,00
1756490698213119,00000490,false,Rx,0,5,64,00,00,00,00,00,00,00
1756490698214567,00000181,false,Rx,0,8,04,10,00,E9,02,0D,08,09
1756490698215630,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698215724,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698216111,00000194,false,Rx,0,6,14,00,FA,FF,FF,FF,00,00
1756490698218284,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698219874,00000393,false,Rx,0,6,11,01,D5,01,0F,01,00,00
1756490698219966,00000293,false,Rx,0,4,9A,A2,00,00,00,00,00,00
1756490698220062,00000713,false,Rx,0,1,05,00,00,00,00,00,00,00
1756490698220160,00000733,false,Rx,0,8,03,6F,12,03,3B,A2,00,05
1756490698220257,00000188,false,Rx,0,6,BA,FF,11,00,DA,03,00,00
1756490698220355,00000193,false,Rx,0,6,14,00,02,00,FE,FF,00,00
1756490698220453,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698225540,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698225634,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698226091,00000394,false,Rx,0,6,5B,05,DD,01,16,01,00,00
1756490698226187,00000294,false,Rx,0,4,E3,A1,40,00,00,00,00,00
1756490698226285,00000714,false,Rx,0,1,05,00,00,00,00,00,00,00
1756490698226384,00000734,false,Rx,0,8,02,00,00,C0,3F,A1,40,05
1756490698226481,00000194,false,Rx,0,6,14,00,FA,FF,FE,FF,00,00
1756490698227778,00000181,false,Rx,0,8,04,10,00,E9,02,0D,08,09
1756490698228287,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698229702,00000193,false,Rx,0,6,14,00,FC,FF,FC,FF,00,00
1756490698230405,00000188,false,Rx,0,6,B9,FF,16,00,DD,03,00,00
1756490698230521,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698236127,00000194,false,Rx,0,6,14,00,FB,FF,00,00,00,00
1756490698236554,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698236645,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698238338,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698239532,00000193,false,Rx,0,6,14,00,02,00,03,00,00,00
1756490698240583,00000188,false,Rx,0,6,C4,FF,0C,00,FE,03,00,00
1756490698240867,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698241082,00000181,false,Rx,0,8,04,10,00,E9,02,0D,08,09
1756490698246140,00000194,false,Rx,0,6,14,00,FC,FF,FF,FF,00,00
1756490698246463,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698246558,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698248550,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698249359,00000193,false,Rx,0,6,14,00,0D,00,FE,FF,00,00
1756490698250780,00000188,false,Rx,0,6,B8,FF,11,00,E3,03,00,00
1756490698250894,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698254185,00000181,false,Rx,0,8,04,10,00,E9,02,0D,08,09
1756490698256107,00000194,false,Rx,0,6,14,00,FB,FF,03,00,00,00
1756490698256369,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698256463,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698258750,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698259192,00000193,false,Rx,0,6,14,00,FD,FF,FA,FF,00,00
1756490698260985,00000188,false,Rx,0,6,B6,FF,15,00,D4,03,00,00
1756490698261105,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698266107,00000194,false,Rx,0,6,14,00,FC,FF,01,00,00,00
1756490698266260,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698266356,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698267387,00000181,false,Rx,0,8,04,10,00,E9,02,0D,08,09
1756490698268940,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698269050,00000193,false,Rx,0,6,14,00,F6,FF,FF,FF,00,00
1756490698271198,00000188,false,Rx,0,6,C7,FF,0D,00,FF,03,00,00
1756490698271311,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698276106,00000194,false,Rx,0,6,14,00,FB,FF,01,00,00,00
1756490698277269,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698277368,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698278837,00000193,false,Rx,0,6,14,00,FF,FF,FE,FF,00,00
1756490698279126,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698280604,00000181,false,Rx,0,8,04,10,00,E9,02,0C,07,08
1756490698281383,00000188,false,Rx,0,6,BB,FF,11,00,F4,03,00,00
1756490698281498,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698286104,00000194,false,Rx,0,6,14,00,F8,FF,01,00,00,00
1756490698287189,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698287272,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698288663,00000193,false,Rx,0,6,14,00,0B,00,00,00,00,00
1756490698289334,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698291581,00000188,false,Rx,0,6,AF,FF,12,00,CD,03,00,00
1756490698291697,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698293805,00000181,false,Rx,0,8,04,10,00,E9,02,0A,06,07
1756490698296109,00000194,false,Rx,0,6,14,00,FA,FF,00,00,00,00
1756490698297082,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698297177,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698298494,00000193,false,Rx,0,6,14,00,FE,FF,00,00,00,00
1756490698298730,00000701,false,Rx,0,1,05,00,00,00,00,00,00,00
1756490698300190,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698301761,00000188,false,Rx,0,6,BD,FF,17,00,F0,03,00,00
1756490698301877,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698306102,00000194,false,Rx,0,6,14,00,FA,FF,00,00,00,00
1756490698307022,00000181,false,Rx,0,8,04,10,00,E9,02,08,05,06
1756490698308067,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698308164,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698308304,00000193,false,Rx,0,6,14,00,11,00,01,00,00,00
1756490698310287,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698310893,00000710,false,Rx,0,1,7F,00,00,00,00,00,00,00
1756490698311443,00000188,false,Rx,0,6,B7,FF,0C,00,D0,03,00,00
1756490698311568,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698316103,00000194,false,Rx,0,6,14,00,F9,FF,00,00,00,00
1756490698317968,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698318061,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698318159,00000393,false,Rx,0,6,11,01,D5,01,07,01,00,00
1756490698318256,00000293,false,Rx,0,4,E4,A2,00,00,00,00,00,00
1756490698318356,00000713,false,Rx,0,1,05,00,00,00,00,00,00,00
1756490698318454,00000733,false,Rx,0,8,04,8F,C2,F5,3F,A2,00,05
1756490698318560,00000193,false,Rx,0,6,14,00,07,00,00,00,00,00
1756490698319150,00000181,false,Rx,0,8,68,10,00,E9,02,08,04,05
1756490698320526,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698321649,00000188,false,Rx,0,6,BE,FF,0F,00,CA,03,00,00
1756490698321762,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698326100,00000394,false,Rx,0,6,5F,05,DD,01,16,01,00,00
1756490698326191,00000294,false,Rx,0,4,25,A2,A3,FF,00,00,00,00
1756490698326289,00000714,false,Rx,0,1,05,00,00,00,00,00,00,00
1756490698326388,00000734,false,Rx,0,8,03,6F,12,03,3B,A2,A3,05
1756490698326485,00000194,false,Rx,0,6,14,00,F9,FF,00,00,00,00
1756490698327873,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698327979,00000193,false,Rx,0,6,14,00,FE,FF,FF,FF,00,00
1756490698328081,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698330729,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698331849,00000188,false,Rx,0,6,D2,FF,0F,00,F2,03,00,00
1756490698331963,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698332344,00000181,false,Rx,0,8,04,10,00,E9,02,07,03,04
1756490698336122,00000194,false,Rx,0,6,14,00,FB,FF,FF,FF,00,00
1756490698337781,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698337875,00000193,false,Rx,0,6,14,00,FD,FF,00,00,00,00
1756490698337971,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698340928,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698343072,00000188,false,Rx,0,6,C8,FF,14,00,EB,03,00,00
1756490698343203,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698345519,00000181,false,Rx,0,8,04,10,00,E9,02,06,03,04
1756490698346094,00000194,false,Rx,0,6,14,00,F8,FF,00,00,00,00
1756490698347625,00000193,false,Rx,0,6,14,00,03,00,00,00,00,00
1756490698348804,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698348897,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698351105,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698353091,00000188,false,Rx,0,6,BC,FF,19,00,EC,03,00,00
1756490698353326,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698354987,00000190,false,Rx,0,8,00,C9,C9,C9,C9,C9,C9,C9
1756490698355112,00000190,false,Rx,0,8,07,C9,C9,C9,C9,C9,C9,C9
1756490698355212,00000190,false,Rx,0,8,15,C9,C9,C9,C9,C9,C9,C9
1756490698355316,00000190,false,Rx,0,8,1C,C9,C9,C9,C9,C9,C9,C9
1756490698355441,00000190,false,Rx,0,8,23,C9,C9,C9,C9,C9,C9,C9
1756490698355561,00000190,false,Rx,0,8,0E,C9,C8,C9,C9,C9,C9,C9
1756490698355684,00000190,false,Rx,0,8,2A,C9,C9,C8,C9,C9,C9,C9
1756490698355784,00000190,false,Rx,0,8,31,C9,C9,C9,C9,C9,C9,C9
1756490698355883,00000190,false,Rx,0,8,3F,C9,C9,C9,C9,C9,C9,C9
1756490698356008,00000190,false,Rx,0,8,46,C9,C9,C9,C9,C9,C9,C9
1756490698356138,00000190,false,Rx,0,8,38,C9,C9,C9,C9,C9,C9,C7
1756490698356280,00000190,false,Rx,0,8,4D,C9,C9,C9,C9,C9,C9,C9
1756490698356394,00000190,false,Rx,0,8,54,C9,C9,C9,C9,C9,C9,C9
1756490698356501,00000190,false,Rx,0,8,62,C9,C7,C9,C9,C9,C9,C9
1756490698356607,00000190,false,Rx,0,8,5B,C9,C9,C9,C9,C9,C9,C9
1756490698356722,00000194,false,Rx,0,6,14,00,FA,FF,00,00,00,00
1756490698357505,00000193,false,Rx,0,6,14,00,F7,FF,FE,FF,00,00
1756490698359141,00000181,false,Rx,0,8,04,10,00,E9,02,00,02,03
1756490698359408,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698359538,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698359625,00000100,false,Rx,0,6,73,52,E1,03,70,3B,00,00
1756490698360194,00000390,false,Rx,0,8,00,3D,3D,3D,3D,3D,3D,3D
1756490698360290,00000390,false,Rx,0,8,07,3D,3D,3D,3D,3D,3D,3D
1756490698360352,00000390,false,Rx,0,8,15,3D,3D,3D,3D,3D,3D,3D
1756490698360412,00000390,false,Rx,0,8,1C,3D,3D,3D,3D,3D,3D,3D
1756490698360509,00000390,false,Rx,0,8,23,3D,3D,3D,3D,3D,3D,3D
1756490698360623,00000390,false,Rx,0,8,0E,3D,3D,3D,3D,3D,3D,3D
1756490698360740,00000390,false,Rx,0,8,2A,3D,3D,3D,3D,3D,3D,3D
1756490698360859,00000390,false,Rx,0,8,31,3D,3D,3D,3D,3D,3D,3D
1756490698360990,00000390,false,Rx,0,8,3F,13,13,13,13,13,13,13
1756490698361193,00000390,false,Rx,0,8,38,13,13,13,13,13,13,13
1756490698361262,00000390,false,Rx,0,8,46,13,13,3D,3D,3D,3D,3D
1756490698361326,00000390,false,Rx,0,8,4D,3D,3D,3D,13,13,13,13
1756490698361443,00000390,false,Rx,0,8,5B,3D,3D,3D,3D,3D,3D,3D
1756490698361537,00000390,false,Rx,0,8,62,3D,3D,3D,3D,3D,3D,3C
1756490698361634,00000390,false,Rx,0,8,54,13,13,13,13,3D,3D,3D
1756490698361750,00000390,false,Rx,0,8,69,3C,3C,3C,3C,3C,3C,3C
1756490698361866,00000390,false,Rx,0,8,70,3D,3D,3D,3D,3D,3D,3D
1756490698361981,00000390,false,Rx,0,8,7E,3D,3D,3D,3D,3D,3D,3D
1756490698362098,00000390,false,Rx,0,8,85,3D,3D,3D,3D,3D,3D,3D
1756490698362214,00000390,false,Rx,0,8,77,3D,3D,3D,3D,3D,3D,3D
1756490698362330,00000390,false,Rx,0,8,8C,3D,3D,3D,3D,13,13,13
1756490698362452,00000390,false,Rx,0,8,93,13,13,13,13,13,3D,3D
1756490698362555,00000390,false,Rx,0,8,A1,3D,3D,3D,3D,3D,3D,3D
1756490698362658,00000390,false,Rx,0,8,9A,3D,3D,3D,3D,3D,3D,3D
1756490698362778,00000390,false,Rx,0,8,A8,3D,3D,3D,3D,3D,3D,3D
1756490698362894,00000390,false,Rx,0,8,AF,3D,13,13,13,13,13,13
1756490698363011,00000390,false,Rx,0,8,BD,3D,3D,3D,3D,3D,3D,3D
1756490698363127,00000390,false,Rx,0,8,C4,3D,3D,3D,3D,3D,3D,3D
1756490698363237,00000390,false,Rx,0,8,B6,13,13,3D,3D,3D,3D,3D
1756490698363324,00000390,false,Rx,0,8,CB,3D,3D,3D,3D,3D,3D,3D
1756490698363439,00000390,false,Rx,0,8,D2,3D,3D,3D,3D,3D,3D,3D
1756490698363555,00000390,false,Rx,0,8,D9,3D,3D,3D,3D,3D,3D,3D
1756490698363671,00000488,false,Rx,0,8,08,27,56,00,52,01,8A,00
1756490698363795,00000188,false,Rx,0,6,BD,FF,0F,00,05,04,00,00
1756490698363901,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698366328,00000194,false,Rx,0,6,14,00,FA,FF,FF,FF,00,00
1756490698367519,00000193,false,Rx,0,6,14,00,05,00,FE,FF,00,00
1756490698368605,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698368697,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698371708,00000488,false,Rx,0,8,08,27,56,00,52,01,8A,00
1756490698373693,00000188,false,Rx,0,6,AE,FF,16,00,ED,03,00,00
1756490698373924,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698376321,00000194,false,Rx,0,6,14,00,FA,FF,03,00,00,00
1756490698377341,00000193,false,Rx,0,6,14,00,FD,FF,FE,FF,00,00
1756490698379594,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698379684,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698381995,00000488,false,Rx,0,8,08,27,56,00,52,01,8A,00
1756490698384002,00000188,false,Rx,0,6,AF,FF,16,00,D5,03,00,00
1756490698384237,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698386318,00000194,false,Rx,0,6,14,00,F8,FF,00,00,00,00
1756490698387184,00000193,false,Rx,0,6,14,00,0C,00,FF,FF,00,00
1756490698389503,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698389593,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698393136,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698393427,00000188,false,Rx,0,6,BF,FF,09,00,EF,03,00,00
1756490698393735,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698396320,00000194,false,Rx,0,6,14,00,FC,FF,00,00,00,00
1756490698396994,00000193,false,Rx,0,6,14,00,FD,FF,01,00,00,00
1756490698399088,00000701,false,Rx,0,1,05,00,00,00,00,00,00,00
1756490698399402,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698399510,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698403428,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698403719,00000188,false,Rx,0,6,B8,FF,1D,00,CF,03,00,00
1756490698404027,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698406317,00000194,false,Rx,0,6,14,00,F9,FF,01,00,00,00
1756490698406817,00000193,false,Rx,0,6,14,00,EF,FF,FE,FF,00,00
1756490698409306,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698409399,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698410924,00000710,false,Rx,0,1,7F,00,00,00,00,00,00,00
1756490698412945,00000290,false,Rx,0,7,01,E8,00,00,00,00,00,00
1756490698413036,00000490,false,Rx,0,5,64,00,00,00,00,00,00,00
1756490698413721,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698414015,00000188,false,Rx,0,6,BB,FF,0E,00,DA,03,00,00
1756490698414320,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698416329,00000194,false,Rx,0,6,14,00,F8,FF,01,00,00,00
1756490698416633,00000393,false,Rx,0,6,11,01,D5,01,0F,01,00,00
1756490698416730,00000293,false,Rx,0,4,CF,A2,00,00,00,00,00,00
1756490698416828,00000713,false,Rx,0,1,05,00,00,00,00,00,00,00
1756490698416933,00000733,false,Rx,0,8,05,00,00,C0,3F,A2,00,05
1756490698417038,00000193,false,Rx,0,6,14,00,07,00,FF,FF,00,00
1756490698420313,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698420407,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490698424037,00000488,false,Rx,0,8,08,27,56,00,53,01,8A,00
1756490698424326,00000188,false,Rx,0,6,C4,FF,11,00,F7,03,00,00
1756490698425317,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490698426309,00000394,false,Rx,0,6,5F,05,DD,01,16,01,00,00
1756490698426404,00000294,false,Rx,0,4,77,A2,A7,FF,00,00,00,00
1756490698426504,00000193,false,Rx,0,6,14,00,F3,FF,FE,FF,00,00
1756490698426611,00000714,false,Rx,0,1,05,00,00,00,00,00,00,00
