Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12
1756490210229994,00000420,false,Rx,0,1,01,00,00,00,00,00,00,00
1756490210230115,00000188,false,Rx,0,6,C5,FF,08,00,FA,03,00,00
1756490210230180,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490210230240,00000488,false,Rx,0,8,08,27,55,00,51,01,8A,00
1756490210235154,00000710,false,Rx,0,1,7F,00,00,00,00,00,00,00
1756490210237107,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490210237230,00000193,false,Rx,0,6,12,00,F2,FF,00,00,00,00
1756490210237332,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490210237393,00000490,false,Rx,0,5,54,00,00,00,00,00,00,00
1756490210238919,00000194,false,Rx,0,6,14,00,FA,FF,FD,FF,00,00
1756490210239789,00000188,false,Rx,0,6,B5,FF,18,00,CE,03,00,00
1756490210239987,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490210240049,00000488,false,Rx,0,8,08,27,55,00,50,01,8A,00
1756490210246955,00000193,false,Rx,0,6,14,00,FB,FF,04,00,00,00
1756490210248079,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490210248201,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490210248717,00000394,false,Rx,0,6,5B,05,ED,01,02,01,00,00
1756490210248879,00000294,false,Rx,0,4,59,A2,DC,FF,00,00,00,00
1756490210248981,00000714,false,Rx,0,1,05,00,00,00,00,00,00,00
1756490210249100,00000734,false,Rx,0,8,01,00,00,C0,3F,A2,DC,05
1756490210249162,00000194,false,Rx,0,6,14,00,FF,FF,FE,FF,00,00
1756490210249970,00000188,false,Rx,0,6,BC,FF,11,00,E1,03,00,00
1756490210250170,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490210250232,00000488,false,Rx,0,8,08,27,55,00,51,01,8A,00
1756490210256826,00000193,false,Rx,0,6,14,00,0E,00,02,00,00,00
1756490210258572,00000194,false,Rx,0,6,14,00,FF,FF,FE,FF,00,00
1756490210259061,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490210259325,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490210260169,00000188,false,Rx,0,6,C5,FF,0F,00,F7,03,00,00
1756490210260295,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490210260588,00000488,false,Rx,0,8,08,27,55,00,51,01,8A,00
1756490210266599,00000193,false,Rx,0,6,14,00,10,00,01,00,00,00
1756490210268393,00000194,false,Rx,0,6,14,00,F9,FF,FF,FF,00,00
1756490210270060,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490210270207,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490210270354,00000188,false,Rx,0,6,B5,FF,0F,00,C9,03,00,00
1756490210270482,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490210270598,00000488,false,Rx,0,8,08,27,55,00,51,01,8A,00
1756490210276418,00000193,false,Rx,0,6,14,00,02,00,05,00,00,00
1756490210278266,00000194,false,Rx,0,6,14,00,F6,FF,FF,FF,00,00
1756490210280585,00000188,false,Rx,0,6,C0,FF,14,00,DD,03,00,00
1756490210280862,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490210280923,00000488,false,Rx,0,8,08,27,55,00,51,01,8A,00
1756490210281186,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490210282335,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490210286228,00000393,false,Rx,0,6,09,01,D5,01,07,01,00,00
1756490210286391,00000293,false,Rx,0,4,BC,A2,00,00,00,00,00,00
1756490210286492,00000713,false,Rx,0,1,05,00,00,00,00,00,00,00
1756490210286608,00000733,false,Rx,0,8,07,00,00,80,3F,A2,00,05
1756490210286669,00000193,false,Rx,0,6,14,00,F8,FF,02,00,00,00
1756490210288047,00000194,false,Rx,0,6,14,00,FA,FF,FE,FF,00,00
1756490210290792,00000188,false,Rx,0,6,C8,FF,0A,00,02,04,00,00
1756490210290990,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490210291052,00000488,false,Rx,0,8,08,27,55,00,50,01,8A,00
1756490210292114,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490210293203,00000181,false,Rx,0,8,68,10,00,E9,02,10,0A,0B
1756490210293321,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490210296066,00000193,false,Rx,0,6,14,00,FA,FF,02,00,00,00
1756490210297877,00000194,false,Rx,0,6,14,00,F7,FF,FF,FF,00,00
1756490210300988,00000188,false,Rx,0,6,BE,FF,10,00,E5,03,00,00
1756490210301332,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490210301409,00000488,false,Rx,0,8,08,27,55,00,50,01,8A,00
1756490210303097,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490210304190,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490210305890,00000193,false,Rx,0,6,14,00,F0,FF,FD,FF,00,00
1756490210306441,00000181,false,Rx,0,8,04,10,00,E9,02,10,0A,0B
1756490210307696,00000194,false,Rx,0,6,14,00,F6,FF,FE,FF,00,00
1756490210312117,00000188,false,Rx,0,6,B6,FF,13,00,D2,03,00,00
1756490210312300,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490210312362,00000488,false,Rx,0,8,08,27,55,00,50,01,8A,00
1756490210314103,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490210315197,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490210315718,00000193,false,Rx,0,6,14,00,FB,FF,06,00,00,00
1756490210317555,00000194,false,Rx,0,6,14,00,F9,FF,02,00,00,00
1756490210320623,00000701,false,Rx,0,1,05,00,00,00,00,00,00,00
1756490210322249,00000188,false,Rx,0,6,BB,FF,10,00,E8,03,00,00
1756490210322391,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490210322675,00000488,false,Rx,0,8,08,27,55,00,50,01,8A,00
1756490210324051,00000181,false,Rx,0,8,68,10,00,E9,02,10,0A,0B
1756490210325385,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490210325590,00000193,false,Rx,0,6,14,00,F4,FF,01,00,00,00
1756490210326207,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490210327362,00000194,false,Rx,0,6,14,00,FE,FF,03,00,00,00
1756490210332547,00000188,false,Rx,0,6,B6,FF,14,00,CE,03,00,00
1756490210332690,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490210332752,00000488,false,Rx,0,8,08,27,55,00,50,01,8A,00
1756490210335142,00000710,false,Rx,0,1,7F,00,00,00,00,00,00,00
1756490210335358,00000193,false,Rx,0,6,14,00,FD,FF,FB,FF,00,00
