Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12
1756490859295460,00000420,false,Rx,0,1,01,00,00,00,00,00,00,00
1756490859295579,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490859295645,00000488,false,Rx,0,8,08,27,55,00,52,01,88,00
1756490859295708,00000214,false,Rx,0,4,00,00,00,00,00,00,00,00
1756490859301200,00000194,false,Rx,0,6,12,00,01,00,00,00,00,00
1756490859302107,00000181,false,Rx,0,8,04,10,00,EA,02,0F,09,0A
1756490859303990,00000193,false,Rx,0,6,12,00,F4,FF,00,00,00,00
1756490859305192,00000188,false,Rx,0,6,B7,FF,15,00,C9,03,00,00
1756490859305323,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490859305421,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490859305517,00000488,false,Rx,0,8,08,27,55,00,52,01,88,00
1756490859306575,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490859311242,00000194,false,Rx,0,6,14,00,04,00,FE,FF,00,00
1756490859313834,00000193,false,Rx,0,6,14,00,FA,FF,FE,FF,00,00
1756490859315302,00000181,false,Rx,0,8,04,10,00,EA,02,0F,09,0A
1756490859315391,00000188,false,Rx,0,6,C6,FF,12,00,FB,03,00,00
1756490859315489,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490859315607,00000488,false,Rx,0,8,08,27,55,00,52,01,88,00
1756490859316423,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490859317460,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490859321192,00000394,false,Rx,0,6,5F,05,DD,01,16,01,00,00
1756490859321294,00000294,false,Rx,0,4,62,A2,0C,00,00,00,00,00
1756490859321389,00000714,false,Rx,0,1,05,00,00,00,00,00,00,00
1756490859321488,00000734,false,Rx,0,8,04,8F,C2,F5,3F,A2,0C,05
1756490859321584,00000194,false,Rx,0,6,14,00,00,00,FE,FF,00,00
1756490859323648,00000193,false,Rx,0,6,14,00,09,00,00,00,00,00
1756490859325568,00000188,false,Rx,0,6,BE,FF,0F,00,F3,03,00,00
1756490859325704,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
