Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12
1756490934172184,00000281,false,Rx,0,1,60,00,00,00,00,00,00,00
1756490934172925,00000181,false,Rx,0,8,04,10,00,E9,03,0A,06,07
1756490934173940,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490934174030,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490934175622,00000193,false,Rx,0,6,14,00,07,00,03,00,00,00
1756490934176994,00000194,false,Rx,0,6,14,00,06,00,FE,FF,00,00
1756490934177521,00000188,false,Rx,0,6,B8,FF,0E,00,D2,03,00,00
1756490934177668,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490934177787,00000488,false,Rx,0,8,08,27,55,00,54,01,88,00
1756490934184996,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490934185097,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490934185444,00000193,false,Rx,0,6,14,00,FD,FF,04,00,00,00
1756490934186079,00000181,false,Rx,0,8,04,10,00,E9,02,0A,06,07
1756490934186821,00000194,false,Rx,0,6,14,00,FD,FF,03,00,00,00
1756490934187731,00000188,false,Rx,0,6,B9,FF,18,00,DB,03,00,00
1756490934187871,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490934187990,00000488,false,Rx,0,8,08,27,55,00,54,01,88,00
1756490934194846,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490934194937,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490934195256,00000193,false,Rx,0,6,14,00,FB,FF,FF,FF,00,00
1756490934196644,00000194,false,Rx,0,6,14,00,00,00,03,00,00,00
1756490934197925,00000188,false,Rx,0,6,C6,FF,0F,00,F7,03,00,00
1756490934198078,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490934198195,00000488,false,Rx,0,8,08,27,55,00,54,01,87,00
1756490934199328,00000181,false,Rx,0,8,68,10,00,E9,02,09,06,06
1756490934204860,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490934204937,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490934205118,00000193,false,Rx,0,6,14,00,09,00,02,00,00,00
1756490934206478,00000394,false,Rx,0,6,65,05,DD,01,28,01,00,00
1756490934206567,00000294,false,Rx,0,4,02,A2,77,FF,00,00,00,00
1756490934206663,00000714,false,Rx,0,1,05,00,00,00,00,00,00,00
1756490934206760,00000734,false,Rx,0,8,04,8F,C2,F5,3F,A2,77,05
1756490934206858,00000194,false,Rx,0,6,14,00,09,00,00,00,00,00
1756490934208131,00000188,false,Rx,0,6,BF,FF,15,00,E1,03,00,00
1756490934208269,00000288,false,Rx,0,6,00,00,01,00,00,00,00,00
1756490934208385,00000488,false,Rx,0,8,08,27,55,00,54,01,87,00
1756490934212588,00000181,false,Rx,0,8,04,10,00,E9,02,09,06,06
1756490934214751,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490934214845,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490934214941,00000193,false,Rx,0,6,14,00,0D,00,01,00,00,00
1756490934216300,00000194,false,Rx,0,6,14,00,FE,FF,06,00,00,00
1756490934216950,00000190,false,Rx,0,8,00,C9,C9,C9,C9,C9,C9,C9
1756490934217063,00000190,false,Rx,0,8,07,C9,C9,C9,C9,C9,C9,C9
1756490934217182,00000190,false,Rx,0,8,0E,C9,C8,C9,C9,C9,C9,C9
1756490934218326,00000188,false,Rx,0,6,B6,FF,1D,00,CC,03,00,00
1756490934218469,00000288,false,Rx,0,6,00,00,00,00,00,00,00,00
1756490934218585,00000488,false,Rx,0,8,08,27,55,00,54,01,87,00
1756490934224783,00000193,false,Rx,0,6,14,00,EE,FF,FD,FF,00,00
1756490934225820,00000181,false,Rx,0,8,04,10,00,E9,02,09,05,06
1756490934225909,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490934226013,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756490934226136,00000194,false,Rx,0,6,14,00,03,00,05,00,00,00
1756490934227031,00000701,false,Rx,0,1,05,00,00,00,00,00,00,00
1756490934228532,00000188,false,Rx,0,6,C2,FF,14,00,F3,03,00,00
1756490934229082,00000190,false,Rx,0,8,15,C9,C9,C9,C9,C9,C9,C9
1756490934229199,00000190,false,Rx,0,8,1C,C9,C8,C8,C9,C9,C9,C9
1756490934229315,00000190,false,Rx,0,8,2A,C9,C9,C8,C9,C9,C9,C9
1756490934229431,00000190,false,Rx,0,8,31,C9,C9,C9,C9,C9,C9,C9
1756490934229553,00000190,false,Rx,0,8,38,C9,C9,C9,C8,C9,C9,C7
1756490934229673,00000190,false,Rx,0,8,23,C9,C9,C8,C9,C9,C9,C9
1756490934229767,00000190,false,Rx,0,8,3F,C9,C9,C9,C9,C9,C9,C9
1756490934229864,00000190,false,Rx,0,8,46,C9,C9,C9,C9,C9,C9,C9
1756490934229980,00000190,false,Rx,0,8,54,C9,C9,C9,C9,C9,C9,C9
1756490934230097,00000190,false,Rx,0,8,5B,C9,C9,C9,C9,C9,C9,C9
1756490934230213,00000190,false,Rx,0,8,4D,C9,C9,C9,C9,C9,C9,C9
1756490934230329,00000190,false,Rx,0,8,62,C9,C7,C9,C9,C9,C9,C9
1756490934230445,00000288,false,Rx,0,6,01,00,00,00,00,00,00,00
1756490934230542,00000390,false,Rx,0,8,07,3D,3D,3D,3D,3D,3D,3D
1756490934230669,00000390,false,Rx,0,8,0E,3D,3D,3D,3D,3D,3D,3D
1756490934230793,00000390,false,Rx,0,8,1C,3D,3D,3D,3D,3D,3D,3D
1756490934230891,00000390,false,Rx,0,8,23,3D,3D,3D,3D,3D,3D,3D
1756490934230988,00000390,false,Rx,0,8,2A,3D,3D,3D,3D,3D,3D,3D
1756490934231104,00000390,false,Rx,0,8,15,3D,3D,3D,3D,3D,3D,3D
1756490934231229,00000390,false,Rx,0,8,31,3D,3D,3D,3D,3D,3D,3D
1756490934231349,00000390,false,Rx,0,8,38,3D,3D,3D,3D,3D,3D,3D
1756490934231464,00000390,false,Rx,0,8,46,3D,3D,3D,3D,3D,3D,3D
1756490934231581,00000390,false,Rx,0,8,4D,3D,3D,3D,13,13,13,13
1756490934231678,00000390,false,Rx,0,8,3F,3D,3D,3D,3D,3D,3D,3D
1756490934231804,00000390,false,Rx,0,8,54,13,13,13,13,3D,3D,3D
1756490934231930,00000390,false,Rx,0,8,5B,3D,3D,3D,3D,3D,3D,3D
1756490934232031,00000390,false,Rx,0,8,69,3D,3D,3D,3D,3D,3D,3D
1756490934232125,00000390,false,Rx,0,8,70,3D,3D,3D,3D,3D,3D,3D
1756490934232241,00000390,false,Rx,0,8,62,3D,3D,3D,3D,3D,3D,3D
1756490934232358,00000390,false,Rx,0,8,77,3D,3D,3D,3D,3D,3D,3D
1756490934232473,00000390,false,Rx,0,8,7E,3D,3D,13,13,13,13,13
1756490934232590,00000390,false,Rx,0,8,8C,3D,3D,3D,3D,3D,3D,3D
1756490934232706,00000390,false,Rx,0,8,85,13,13,13,3D,3D,3D,3D
1756490934232823,00000390,false,Rx,0,8,93,3D,3D,3D,3D,3D,3D,3D
1756490934232920,00000390,false,Rx,0,8,9A,3D,3D,3D,3D,3D,3D,3D
1756490934233017,00000390,false,Rx,0,8,A8,3D,3D,3D,3D,3D,3D,3D
1756490934233141,00000390,false,Rx,0,8,AF,3D,3D,3D,3D,3D,3D,3D
1756490934233260,00000390,false,Rx,0,8,A1,3D,3D,3D,3D,3D,3D,3D
1756490934233377,00000390,false,Rx,0,8,B6,3D,3D,3D,3D,3D,3D,3D
