Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12
1756381307902475,00000281,false,Rx,0,1,60,00,00,00,00,00,00,00
1756381307908824,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381307908930,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381307916490,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381307917577,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381307927489,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381307927619,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381307937384,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381307937516,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381307947382,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381307947475,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381307958362,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381307958459,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381307968248,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381307968372,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381307978100,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381307978234,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381307988000,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381307988131,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381307997478,00000701,false,Rx,0,1,05,00,00,00,00,00,00,00
1756381307999042,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381307999167,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381308008948,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381308009058,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381308018814,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381308018944,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381308028726,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381308029834,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381308039721,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381308039849,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381308049622,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381308049753,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381308059568,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381308059692,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381308070533,00000213,false,Rx,0,4,08,00,00,00,00,00,00,00
1756381308070662,00000214,false,Rx,0,4,08,00,00,00,00,00,00,00
