Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12
1756220427102024,00000420,false,Rx,0,1,01,00,00,00,00,00,00,00
1756220427102157,00000420,false,Rx,0,1,01,00,00,00,00,00,00,00
1756220428103786,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220429105422,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220430107081,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220431107888,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220432109520,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220433111150,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220434112787,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220435114401,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220436116033,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220437117649,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220438119266,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220439120893,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220440122521,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220441124148,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220442125772,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220443127400,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220444128264,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220445129908,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220446131536,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220447133164,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220448134789,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220449136421,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220450137120,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220451138758,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220452139452,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220453141079,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220454142702,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220455144326,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220456145954,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220457147571,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220458149167,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220459150798,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220460152455,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220461154100,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220462155717,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220463157334,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220464158950,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220465160576,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220466162201,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220467163824,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220468165440,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220469167055,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220470168688,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220471170316,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220472171944,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220473173554,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220474175164,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220475176781,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220476177782,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220477179409,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220478181053,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220479182686,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220480184317,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220481185058,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220482186589,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220483188441,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220484190168,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220485191817,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220486193489,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220487195158,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220488196838,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220489198517,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220490200196,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220491201870,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220492203549,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
1756220493205222,00000421,false,Rx,0,8,01,0B,CC,AD,68,00,00,00
